"ts_code","trade_date","open","high","low","close","pre_close","change","pct_chg","vol","amount","adj_factor","adjust"
"601988.SH","20260424","5.820000","5.840000","5.780000","5.810000","5.820000","-0.010000","-0.171821","1484477.750000","861051.720000","2.584000","qfq"
"601988.SH","20260427","5.800000","5.840000","5.750000","5.760000","5.810000","-0.050000","-0.860585","1668171.560000","964842.080000","2.584000","qfq"
"601988.SH","20260428","5.740000","5.820000","5.730000","5.810000","5.760000","0.050000","0.868056","1647560.960000","952210.043000","2.584000","qfq"
"601988.SH","20260429","5.810000","5.830000","5.730000","5.790000","5.810000","-0.020000","-0.344234","2180086.160000","1259549.786000","2.584000","qfq"
"601988.SH","20260430","5.800000","5.850000","5.730000","5.750000","5.790000","-0.040000","-0.690846","2528233.330000","1461444.306000","2.584000","qfq"
"601988.SH","20260506","5.750000","5.750000","5.640000","5.710000","5.750000","-0.040000","-0.695652","2679508.740000","1519897.392000","2.584000","qfq"
"601988.SH","20260507","5.710000","5.760000","5.680000","5.690000","5.710000","-0.020000","-0.350263","1748485.210000","999142.783000","2.584000","qfq"
"601988.SH","20260508","5.700000","5.750000","5.660000","5.680000","5.690000","-0.010000","-0.175747","1646660.030000","936717.491000","2.584000","qfq"
"601988.SH","20260511","5.670000","5.690000","5.610000","5.680000","5.680000","0.000000","0.000000","2292314.910000","1294937.056000","2.584000","qfq"
"601988.SH","20260512","5.680000","5.780000","5.670000","5.740000","5.680000","0.060000","1.056338","2497039.010000","1433926.085000","2.584000","qfq"
"601988.SH","20260513","5.750000","5.770000","5.690000","5.720000","5.740000","-0.020000","-0.348432","1733847.110000","993628.097000","2.584000","qfq"
"601988.SH","20260514","5.710000","5.830000","5.700000","5.760000","5.720000","0.040000","0.699301","2734276.450000","1580479.090000","2.584000","qfq"
"601988.SH","20260515","5.760000","5.810000","5.690000","5.790000","5.760000","0.030000","0.520833","2699421.950000","1556875.661000","2.584000","qfq"
"601988.SH","20260518","5.790000","5.820000","5.760000","5.790000","5.790000","0.000000","0.000000","1940883.880000","1124118.524000","2.584000","qfq"
"601988.SH","20260519","5.800000","5.900000","5.790000","5.830000","5.790000","0.040000","0.690846","2718887.250000","1593352.605000","2.584000","qfq"
"601988.SH","20260520","5.830000","5.840000","5.700000","5.700000","5.830000","-0.130000","-2.229846","2070373.180000","1191220.935000","2.584000","qfq"
"601988.SH","20260521","5.710000","5.840000","5.660000","5.800000","5.700000","0.100000","1.754386","3260367.580000","1883361.764000","2.584000","qfq"
"601988.SH","20260522","5.790000","5.880000","5.710000","5.860000","5.800000","0.060000","1.034483","3106328.300000","1807610.864000","2.584000","qfq"
"601988.SH","20260525","5.840000","5.940000","5.830000","5.900000","5.860000","0.040000","0.682594","2466683.510000","1455806.546000","2.584000","qfq"
"601988.SH","20260526","5.880000","5.980000","5.870000","5.910000","5.900000","0.010000","0.169492","2925462.290000","1737459.864000","2.584000","qfq"
"601988.SH","20260527","5.900000","5.980000","5.810000","5.850000","5.910000","-0.060000","-1.015228","2569335.660000","1514655.987000","2.584000","qfq"
"601988.SH","20260528","5.840000","5.930000","5.790000","5.810000","5.850000","-0.040000","-0.683761","2673152.970000","1564819.487000","2.584000","qfq"
"601988.SH","20260529","5.800000","5.910000","5.760000","5.860000","5.810000","0.050000","0.860585","3406783.000000","1992840.665000","2.584000","qfq"
"601988.SH","20260601","5.850000","5.940000","5.810000","5.930000","5.860000","0.070000","1.194539","2793312.750000","1641084.318000","2.584000","qfq"
"601988.SH","20260602","5.930000","6.050000","5.920000","5.970000","5.930000","0.040000","0.674536","3296888.730000","1976798.793000","2.584000","qfq"
"601988.SH","20260603","5.960000","5.980000","5.860000","5.950000","5.970000","-0.020000","-0.335008","2636892.410000","1560883.827000","2.584000","qfq"
"601988.SH","20260604","5.950000","5.990000","5.880000","5.900000","5.950000","-0.050000","-0.840336","1912124.860000","1134051.295000","2.584000","qfq"
"601988.SH","20260605","5.910000","6.050000","5.900000","6.050000","5.900000","0.150000","2.542373","3643592.240000","2187970.116000","2.584000","qfq"
"601988.SH","20260608","6.050000","6.170000","6.020000","6.140000","6.050000","0.090000","1.487603","3623035.130000","2212689.496000","2.584000","qfq"
"601988.SH","20260609","6.100000","6.190000","6.070000","6.130000","6.140000","-0.010000","-0.162866","2561635.280000","1571855.743000","2.584000","qfq"
"601988.SH","20260610","6.140000","6.270000","6.110000","6.220000","6.130000","0.090000","1.468189","3080229.890000","1913724.183000","2.584000","qfq"
"601988.SH","20260611","6.220000","6.230000","6.110000","6.200000","6.220000","-0.020000","-0.321543","2422277.640000","1496846.965000","2.584000","qfq"
"601988.SH","20260612","6.140000","6.290000","6.100000","6.290000","6.200000","0.090000","1.451613","3350003.580000","2079619.276000","2.584000","qfq"
"601988.SH","20260615","6.260000","6.270000","6.080000","6.130000","6.290000","-0.160000","-2.543720","4043855.410000","2490148.326000","2.584000","qfq"
"601988.SH","20260616","6.100000","6.130000","6.010000","6.040000","6.130000","-0.090000","-1.468189","2246395.120000","1358536.175000","2.584000","qfq"
"601988.SH","20260617","6.040000","6.080000","5.920000","5.940000","6.040000","-0.100000","-1.655629","2320137.190000","1387016.243000","2.584000","qfq"
"601988.SH","20260618","5.920000","5.940000","5.770000","5.780000","5.940000","-0.160000","-2.693603","3651968.560000","2125912.675000","2.584000","qfq"
"601988.SH","20260622","5.780000","5.980000","5.740000","5.940000","5.780000","0.160000","2.768166","3856864.340000","2275105.402000","2.584000","qfq"
"601988.SH","20260623","5.940000","6.180000","5.920000","6.140000","5.940000","0.200000","3.367003","3870641.600000","2361841.406000","2.584000","qfq"
"601988.SH","20260624","6.150000","6.200000","6.000000","6.020000","6.140000","-0.120000","-1.954397","3286798.810000","1999414.297000","2.584000","qfq"
"601988.SH","20260625","5.900000","6.030000","5.780000","5.790000","6.020000","-0.230000","-3.820598","3780288.350000","2222922.055000","2.584000","qfq"
"601988.SH","20260626","5.790000","5.890000","5.750000","5.760000","5.790000","-0.030000","-0.518135","3247484.860000","1886108.961000","2.584000","qfq"
"601988.SH","20260629","5.750000","5.820000","5.620000","5.800000","5.760000","0.040000","0.694444","3291220.400000","1891600.857000","2.584000","qfq"
"601988.SH","20260630","5.760000","5.780000","5.570000","5.720000","5.800000","-0.080000","-1.379310","4005578.900000","2263814.421000","2.584000","qfq"
"601988.SH","20260701","5.670000","5.720000","5.640000","5.650000","5.720000","-0.070000","-1.223776","2007286.420000","1137957.517000","2.584000","qfq"
"601988.SH","20260702","5.660000","5.750000","5.530000","5.580000","5.650000","-0.070000","-1.238938","2935500.410000","1649631.585000","2.584000","qfq"
"601988.SH","20260703","5.580000","5.630000","5.510000","5.560000","5.580000","-0.020000","-0.358423","2431256.330000","1352124.886000","2.584000","qfq"
"601988.SH","20260706","5.540000","5.650000","5.510000","5.640000","5.560000","0.080000","1.438849","2268826.400000","1267772.794000","2.584000","qfq"
"601988.SH","20260707","5.630000","5.810000","5.620000","5.780000","5.640000","0.140000","2.482270","3276425.760000","1877899.336000","2.584000","qfq"
