ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,adjust
603986.SH,20260122,319.536076,319.556047,296.269856,301.032940,307.203981,-6.171040,-2.008776,450616.970000,13710967.282000,5.647900,qfq
603986.SH,20260123,295.570870,310.229588,294.572320,296.819058,301.032940,-4.213882,-1.399808,349379.690000,10491781.699000,5.647900,qfq
603986.SH,20260126,299.565071,307.553473,290.078844,292.175800,296.819058,-4.643259,-1.564340,272674.780000,8059039.738000,5.647900,qfq
603986.SH,20260127,289.579569,311.967065,286.254397,306.814546,292.175800,14.638746,5.010253,380043.680000,11465752.144000,5.647900,qfq
603986.SH,20260128,313.424949,328.103637,313.424949,323.210741,306.814546,16.396195,5.344008,377179.920000,12160363.682000,5.647900,qfq
603986.SH,20260129,329.401752,330.590027,306.544938,307.054198,323.210741,-16.156543,-4.998764,334245.810000,10593801.175000,5.647900,qfq
603986.SH,20260130,314.543325,320.414800,307.563459,314.423499,307.054198,7.369301,2.400000,376199.440000,11864831.688000,5.647900,qfq
603986.SH,20260202,300.363912,305.646242,282.979152,282.979152,314.423499,-31.444347,-10.000635,416288.290000,12094639.949000,5.647900,qfq
603986.SH,20260203,293.583755,296.170001,284.786528,292.145843,282.979152,9.166691,3.239352,302213.540000,8812712.425000,5.647900,qfq
603986.SH,20260204,285.575383,289.080294,278.595516,281.920689,292.145843,-10.225154,-3.500017,270957.630000,7646576.014000,5.647900,qfq
603986.SH,20260205,269.548651,279.114762,267.821159,277.337343,281.920689,-4.583346,-1.625757,229053.520000,6300761.896000,5.647900,qfq
603986.SH,20260206,270.607114,280.103327,267.811174,275.769619,277.337343,-1.567724,-0.565277,186267.140000,5136089.771000,5.647900,qfq
603986.SH,20260209,283.558311,294.013132,279.793777,292.555249,275.769619,16.785629,6.086831,283055.210000,8148122.681000,5.647900,qfq
603986.SH,20260210,286.713730,291.077394,283.758021,289.479714,292.555249,-3.075535,-1.051266,215965.540000,6225459.477000,5.647900,qfq
603986.SH,20260211,284.586818,286.084643,280.093342,284.177412,289.479714,-5.302302,-1.831666,173415.500000,4922177.744000,5.647900,qfq
603986.SH,20260212,290.078844,304.557823,284.586818,302.800374,284.177412,18.622962,6.553287,300674.340000,8842653.413000,5.647900,qfq
603986.SH,20260213,302.800374,317.139556,300.563622,308.252458,302.800374,5.452084,1.800554,299253.710000,9335277.999000,5.647900,qfq
603986.SH,20260224,317.039701,330.679897,310.549124,322.581654,308.252458,14.329196,4.648526,302545.400000,9709224.737000,5.647900,qfq
603986.SH,20260225,315.541875,316.550411,301.522230,310.868660,322.581654,-11.712994,-3.631017,285728.010000,8846026.250000,5.647900,qfq
603986.SH,20260226,315.541875,315.541875,305.606300,308.951444,310.868660,-1.917216,-0.616729,231052.850000,7169784.208000,5.647900,qfq
603986.SH,20260227,303.059997,305.556373,296.259870,299.565071,308.951444,-9.386372,-3.038138,220968.920000,6629753.921000,5.647900,qfq
603986.SH,20260302,290.448308,299.545100,290.128772,292.725002,299.565071,-6.840069,-2.283333,185132.280000,5453801.345000,5.647900,qfq
603986.SH,20260303,294.572320,295.670725,272.194809,272.494374,292.725002,-20.230628,-6.911138,333293.650000,9356849.949000,5.647900,qfq
603986.SH,20260304,272.494374,289.579569,272.494374,278.665415,272.494374,6.171040,2.264649,326916.320000,9250036.179000,5.647900,qfq
603986.SH,20260305,287.742237,289.459743,279.823733,282.390007,278.665415,3.724592,1.336582,255299.730000,7288806.325000,5.647900,qfq
603986.SH,20260306,277.497111,288.461193,277.157604,284.576832,282.390007,2.186825,0.774399,208575.770000,5931718.814000,5.647900,qfq
603986.SH,20260309,272.604215,277.297401,263.617263,275.689735,284.576832,-8.887097,-3.122917,283545.650000,7649552.153000,5.647900,qfq
603986.SH,20260310,283.688123,286.084643,280.772356,285.026180,275.689735,9.336445,3.386577,233537.420000,6640032.786000,5.647900,qfq
603986.SH,20260311,287.622410,290.408366,280.912153,281.121848,285.026180,-3.904331,-1.369815,216498.690000,6176121.565000,5.647900,qfq
603986.SH,20260312,279.424313,283.418514,272.035041,274.381634,281.121848,-6.740214,-2.397613,172327.470000,4768478.191000,5.647900,qfq
603986.SH,20260313,270.387433,285.255846,270.387433,277.926488,274.381634,3.544853,1.291943,226137.490000,6301123.525000,5.647900,qfq
603986.SH,20260316,279.594067,305.716141,276.598416,305.716141,277.926488,27.789653,9.998922,462735.640000,13600507.644000,5.647900,qfq
603986.SH,20260317,306.055648,312.546224,295.451044,295.570870,305.716141,-10.145270,-3.318526,390000.850000,11825489.341000,5.647900,qfq
603986.SH,20260318,304.657678,313.225239,301.562172,310.798762,295.570870,15.227891,5.152027,420513.520000,12995566.647000,5.647900,qfq
603986.SH,20260319,299.565071,309.260994,296.569421,303.239736,310.798762,-7.559025,-2.432129,312145.670000,9443689.781000,5.647900,qfq
603986.SH,20260320,305.107025,306.255358,289.579569,289.779279,303.239736,-13.460457,-4.438883,312536.440000,9259119.964000,5.647900,qfq
603986.SH,20260323,276.598416,282.469891,270.607114,272.953708,289.779279,-16.825572,-5.806340,282141.910000,7806213.396000,5.647900,qfq
603986.SH,20260324,277.586981,277.596966,256.507585,273.313186,272.953708,0.359478,0.131699,336914.680000,8936300.507000,5.647900,qfq
603986.SH,20260325,274.751098,285.385658,274.741112,277.996386,273.313186,4.683201,1.713492,283762.750000,7947975.811000,5.647900,qfq
603986.SH,20260326,267.611464,268.310449,259.623062,261.620162,277.996386,-16.376224,-5.890805,350773.070000,9217935.594000,5.647900,qfq
603986.SH,20260327,248.619038,259.802801,239.901695,258.285005,261.620162,-3.335158,-1.274809,289773.430000,7291597.265000,5.647900,qfq
603986.SH,20260330,251.634660,259.163729,249.667516,255.479078,258.285005,-2.805926,-1.086368,214696.450000,5470168.275000,5.647900,qfq
603986.SH,20260331,249.537704,251.634660,236.516609,237.754812,255.479078,-17.724267,-6.937659,427623.340000,10377669.656000,5.647900,qfq
603986.SH,20260401,249.637559,255.728716,243.346693,254.630311,237.754812,16.875499,7.097858,387957.830000,9693139.251000,5.647900,qfq
603986.SH,20260402,257.486164,259.423352,245.243938,246.631923,254.630311,-7.998387,-3.141176,252974.310000,6367107.416000,5.647900,qfq
603986.SH,20260403,250.626124,254.230891,247.141184,248.738864,246.631923,2.106941,0.854286,197471.970000,4948392.995000,5.647900,qfq
603986.SH,20260407,252.733065,255.588919,248.449285,249.298052,248.738864,0.559188,0.224809,198471.580000,5011332.740000,5.647900,qfq
603986.SH,20260408,249.747400,256.587469,242.727592,255.588919,249.298052,6.290866,2.523432,753325.370000,18866761.510000,5.647900,qfq
603986.SH,20260409,249.637559,253.122500,243.546403,250.126849,255.588919,-5.462070,-2.137053,444682.570000,11053684.068000,5.647900,qfq
603986.SH,20260410,255.119600,267.931000,254.869963,264.705683,250.126849,14.578833,5.828576,534766.820000,14080294.764000,5.647900,qfq
603986.SH,20260413,260.621612,269.448796,260.521757,261.759959,264.705683,-2.945723,-1.112830,412420.920000,10896229.970000,5.647900,qfq
603986.SH,20260414,269.109289,280.822283,266.003798,279.604052,261.759959,17.844093,6.816968,466205.210000,12861207.284000,5.647900,qfq
603986.SH,20260415,284.586818,287.232976,271.585694,273.602765,279.604052,-6.001287,-2.146352,396972.600000,11071707.520000,5.647900,qfq
603986.SH,20260416,269.708419,286.583918,268.200608,286.314310,273.602765,12.711545,4.645985,409336.720000,11431621.262000,5.647900,qfq
603986.SH,20260417,283.588268,295.231363,282.489862,288.541077,286.314310,2.226767,0.777735,406321.120000,11768331.454000,5.647900,qfq
603986.SH,20260420,292.575220,295.530928,286.703744,290.118786,288.541077,1.577709,0.546788,325642.800000,9489709.816000,5.647900,qfq
603986.SH,20260421,290.378409,308.552023,287.832106,305.825981,290.118786,15.707195,5.414057,425834.060000,12827436.178000,5.647900,qfq
603986.SH,20260422,303.059997,314.123934,302.071432,313.524804,305.825981,7.698822,2.517387,341661.950000,10559646.646000,5.647900,qfq
603986.SH,20260423,325.537363,325.547349,301.462317,304.358112,313.524804,-9.166691,-2.923753,441997.300000,13709630.158000,5.647900,qfq
603986.SH,20260424,304.557823,309.550574,292.385495,297.268406,304.358112,-7.089707,-2.329396,349105.370000,10436275.525000,5.647900,qfq
603986.SH,20260427,301.152766,309.131183,297.318333,302.980113,297.268406,5.711707,1.921397,316354.780000,9594446.068000,5.647900,qfq
603986.SH,20260428,304.557823,318.867047,301.582143,307.054198,302.980113,4.074085,1.344671,367942.940000,11421765.607000,5.647900,qfq
603986.SH,20260429,302.570708,311.208167,296.569421,308.442183,307.054198,1.387985,0.452033,419199.800000,12787874.125000,5.647900,qfq
603986.SH,20260430,319.536076,320.534626,306.035677,312.536239,308.442183,4.094056,1.327333,587965.140000,18516847.870000,5.647900,qfq
603986.SH,20260506,329.521578,343.790861,329.521578,343.790861,312.536239,31.254622,10.000319,423425.500000,14465204.492000,5.647900,qfq
603986.SH,20260507,346.496933,356.841913,338.508531,349.652351,343.790861,5.861490,1.704958,523878.820000,18174549.786000,5.647900,qfq
